ID,Name,Platform_id,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Total_Sales
13408,Hero Bank 2,2,2014,Role-Playing,Sega,0,0,0.05,0,0.05
13409,Atelier Ayesha: The Alchemist of Dusk,20,2014,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05
13410,Brave Story: New Traveller (jp sales),19,2006,Role-Playing,Sony Computer Entertainment,0,0,0.05,0,0.05
13411,Black Jack vs. Matsudajun,15,2000,Misc,Pony Canyon,0.03,0.02,0,0,0.05
13412,Arslan: The Warriors of Legend,17,2015,Action,Tecmo Koei,0,0,0.05,0,0.05
13413,SpongeBob SquarePants: Plankton's Robotic Revenge,28,2013,Shooter,Activision,0.04,0,0,0,0.05
13414,Wrath Unleashed,29,2004,Strategy,LucasArts,0.03,0.01,0,0,0.05
13415,Yoru no Nai Kuni,17,2015,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05
13416,Garou Densetsu 3: Road to the Final Victory,21,1996,Fighting,SNK,0,0,0.05,0,0.05
13417,Bleach: Soul Carnival,19,2008,Fighting,Sony Computer Entertainment,0,0,0.05,0,0.05
13418,Double Dragon Advance,6,2003,Action,Atlus,0.03,0.01,0,0,0.05
13419,Sesame Street: Elmo's A-to-Zoo Adventure,13,2010,Misc,Warner Bros. Interactive Entertainment,0.04,0,0,0,0.05
13420,Family Fortunes,4,2009,Misc,Mindscape,0,0.04,0,0,0.05
13421,The Bible Game,29,2005,Misc,Crave Entertainment,0.03,0.01,0,0,0.05
13422,Inspector Gadget: Gadget's Crazy Maze,15,2001,Puzzle,Ubisoft,0.03,0.02,0,0,0.05
13423,World Fantasista,16,2002,Sports,SquareSoft,0,0,0.05,0,0.05
13424,Yager,29,2003,Shooter,THQ,0.03,0.01,0,0,0.05
13425,Fantastic Four: Rise of the Silver Surfer,4,2007,Action,Take-Two Interactive,0.04,0,0,0,0.05
13426,Tabi no Yubisashi Kaiwachou DS: DS Series 1 Thai,4,2006,Misc,Nintendo,0,0,0.05,0,0.05
13427,Toukiden Kiwami,19,2014,Action,Tecmo Koei,0,0,0.05,0,0.05
13428,Grey's Anatomy: The Video Game,4,2009,Adventure,Ubisoft,0.03,0.01,0,0,0.05
13429,Tropico 3,13,2009,Strategy,Kalypso Media,0,0.04,0,0.01,0.05
13430,Looney Tunes: Cartoon Conductor,4,2008,Misc,Eidos Interactive,0.04,0,0,0,0.05
13431,Avatar: The Game,13,2009,Action,Ubisoft,0,0.04,0,0.01,0.05
13432,Futurama,29,2003,Platform,SCi,0.03,0.01,0,0,0.05
13433,Pool Hall Pro,25,2009,Sports,Playlogic Game Factory,0.04,0,0,0,0.05
13434,Nazo Waku Yakata: Oto no Ma ni Ma ni,2,2011,Misc,Capcom,0,0,0.05,0,0.05
13435,Choro Q 64 2: Hacha Mecha Grand Prix Race,10,1999,Racing,Takara,0,0,0.05,0,0.05
13436,Mighty No. 9,18,2016,Platform,Deep Silver,0.04,0,0,0.01,0.05
13437,Plants vs. Zombies: Garden Warfare 2,13,2016,Shooter,Electronic Arts,0,0.04,0,0,0.05
13438,Ape Escape,17,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01,0.05
13439,Activision Anthology,6,2003,Misc,Activision,0.03,0.01,0,0,0.05
13440,Gray Matter,28,2011,Adventure,DTP Entertainment,0,0.04,0,0.01,0.05
13441,Thrillville: Off the Rails,4,2007,Strategy,LucasArts,0.03,0.01,0,0,0.05
13442,LEGO Friends,2,2013,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.05
13443,Secret Files: Tunguska,13,2006,Adventure,DreamCatcher Interactive,0,0.04,0,0.01,0.05
13444,Wayne Gretzky's 3D Hockey '98,15,1997,Sports,GT Interactive,0.03,0.02,0,0,0.05
13445,Nanda's Island,4,2009,Puzzle,Phenomedia,0.04,0,0,0,0.05
13446,Hakuouki SSL: Sweet School Life,20,2014,Adventure,Idea Factory,0,0,0.05,0,0.05
13447,Trigger Man,29,2004,Shooter,Crave Entertainment,0.03,0.01,0,0,0.05
13448,Kimi ni Todoke: Tsutaeru Kimochi,4,2011,Adventure,Banpresto,0,0,0.05,0,0.05
13449,Nora to Koku no Koubou: Kiri no Mori no Majo,4,2011,Role-Playing,Atlus,0,0,0.05,0,0.05
13450,Bad Boys: Miami Takedown,7,2004,Shooter,Empire Interactive,0.03,0.01,0,0,0.05
13451,SpongeBob SquarePants: Plankton's Robotic Revenge,26,2013,Shooter,Activision,0,0.04,0,0,0.05
13452,Short Track Racing: Trading Paint,16,2009,Racing,THQ,0.02,0.02,0,0.01,0.05
13453,Game no Kanzume Vol 1,22,1994,Misc,Sega,0,0,0.04,0,0.05
13454,Rat Attack!,15,1999,Puzzle,Mindscape,0.03,0.02,0,0,0.04
13455,Jewel Master: Cradle Of Rome 2,13,2011,Puzzle,Rising Star Games,0,0.04,0,0.01,0.04
13456,National Geographic Panda (US sales),4,2008,Simulation,Ubisoft,0.04,0,0,0,0.04
13457,Sushi Go-Round,4,2010,Simulation,Asylum Entertainment,0.04,0,0,0,0.04
13458,Danny Phantom: Urban Jungle,4,2006,Action,THQ,0.04,0,0,0,0.04
13459,Sotsugyou II: Neo Generation,15,1995,Simulation,Riverhillsoft,0,0,0.04,0,0.04
13460,Summon Night Craft Sword Monogatari: Hajimari no Ishi,6,2005,Role-Playing,Banpresto,0,0,0.04,0,0.04
13461,The King of Fighters 2002: Unlimited Match,16,2009,Fighting,SNK Playmore,0,0,0.04,0,0.04
13462,Art of Fighting Anthology,16,2006,Fighting,Crave Entertainment,0.02,0.02,0,0.01,0.04
13463,Rapala Trophies,19,2006,Sports,Activision,0.04,0,0,0,0.04
13464,Phoenix Wright: Revived Turnabout,4,2008,Misc,Capcom,0,0,0.04,0,0.04
13465,Mana Khemia: Alchemists of Al-Revis (JP sales),16,2007,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04
13466,Runaway: A Twist of Fate,13,2009,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04
13467,Cheer We Go!,4,2010,Misc,Natsume,0.04,0,0,0,0.04
13468,The Tale of Despereaux,25,2008,Platform,Brash Entertainment,0.04,0,0,0,0.04
13469,The Hustle: Detroit Streets,16,2006,Sports,Activision,0.02,0.02,0,0.01,0.04
13470,Virtua Fighter CG Portrait Series Vol.6: Lau Chan,21,1995,Misc,Sega,0,0,0.04,0,0.04
13471,Tomoyo After: It's a Wonderful Life CS Edition,19,2009,Adventure,Prototype,0,0,0.04,0,0.04
13472,Guilty Gear XX Accent Core,16,2007,Fighting,Unknown,0,0,0.04,0,0.04
13473,Nihon Pro Mahjong Kishikai Kanshuu: Pro Ni Naru Mahjong DS,4,2005,Misc,Success,0,0,0.04,0,0.04
13474,Atelier Escha & Logy: Alchemists of the Dusk Sky,20,2015,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04
13475,Millipede / Super Breakout / Lunar Lander,6,2005,Misc,Zoo Digital Publishing,0.03,0.01,0,0,0.04
13476,World Trigger: Borderless Mission,20,2015,Action,Namco Bandai Games,0,0,0.04,0,0.04
13477,Disney's Donald Duck: Goin' Quackers,7,2002,Platform,Ubisoft,0.03,0.01,0,0,0.04
13478,RollerCoaster Tycoon,13,,Strategy,Microprose,0.02,0.02,0,0.01,0.04
13479,Assault Rigs,15,1996,Action,Electronic Arts Victor,0.02,0.02,0,0,0.04
13480,Backyard Baseball '09,25,2008,Sports,Atari,0.04,0,0,0,0.04
13481,World Championship Spelling,4,2010,Misc,505 Games,0.04,0,0,0,0.04
13482,Yes! PreCure 5,4,2007,Action,Namco Bandai Games,0,0,0.04,0,0.04
13483,Bionicle Heroes,25,2007,Shooter,Eidos Interactive,0.04,0,0,0,0.04
13484,Tom Clancy's HAWX,13,2009,Action,Ubisoft,0,0.03,0,0.01,0.04
13485,Exist Archive: The Other Side of the Sky,20,2015,Role-Playing,Aksys Games,0,0,0.04,0,0.04
13486,Honda ATV Fever,25,2010,Racing,Storm City Games,0.04,0,0,0,0.04
13487,Operation Flashpoint: Elite,29,2005,Shooter,Codemasters,0.03,0.01,0,0,0.04
13488,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,18,2016,Misc,Tecmo Koei,0,0,0.04,0,0.04
13489,"Roswell Conspiracies: Aliens, Myths & Legends",15,2001,Action,Red Storm Entertainment,0.02,0.02,0,0,0.04
13490,Front Mission,4,2007,Strategy,Square Enix,0.01,0,0.03,0,0.04
13491,Dead Island Definitive Collection,30,2016,Action,Deep Silver,0.02,0.02,0,0,0.04
13492,Sekai no Gohan Shaberu! DS Oryouri Navi,4,2008,Misc,Nintendo,0,0,0.04,0,0.04
13493,Rugby Challenge 3,17,2016,Sports,Alternative Software,0,0.04,0,0.01,0.04
13494,Boktai 2: Solar Boy Django,6,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0,0,0.04
13495,Praetorians,13,2003,Strategy,Eidos Interactive,0,0.04,0,0,0.04
13496,Candace Kane's Candy Factory,4,2008,Action,Destineer,0.04,0,0,0,0.04
13497,Nobunaga's Ambition (3DS),2,2013,Simulation,Tecmo Koei,0,0,0.04,0,0.04
13498,Angelique Duet,15,1998,Strategy,Tecmo Koei,0,0,0.04,0,0.04
13499,Shin Fortune Quest: Sokutaku no Kishi,15,1996,Misc,Media Works,0,0,0.04,0,0.04
13500,Resident Evil 6,13,2012,Shooter,Capcom,0,0.04,0,0.01,0.04
13501,Crushed Baseball,6,2004,Sports,Summitsoft,0.03,0.01,0,0,0.04
13502,Dark Arena,6,2002,Shooter,THQ,0.03,0.01,0,0,0.04
13503,Just Sing! Vol. 2,4,2011,Misc,PQube,0,0.04,0,0.01,0.04
13504,Heatseeker,19,2007,Action,Codemasters,0.04,0,0,0,0.04
13505,IL-2 Sturmovik: 1946,13,2006,Simulation,Ubisoft,0,0.04,0,0.01,0.04
13506,Jerry Rice and Nitus' Dog Football,25,2011,Sports,Tommo,0.04,0,0,0,0.04
13507,TOCA Race Driver 2,29,2004,Racing,Codemasters,0.03,0.01,0,0,0.04
13508,I.Q. Remix+: Intelligent Qube,16,2000,Puzzle,Sony Computer Entertainment,0,0,0.04,0,0.04
13509,Sébastien Loeb Rally Evo,18,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.04
13510,Growlanser,19,2009,Role-Playing,Atlus,0,0,0.04,0,0.04
13511,Trollz: Hair Affair!,6,2005,Misc,Ubisoft,0.03,0.01,0,0,0.04
13512,Daito Giken Koushiki Pachi-Slot Simulator: Shake II,16,2007,Misc,Paon,0,0,0.04,0,0.04
13513,Grand Slam,15,1997,Misc,Virgin Interactive,0.02,0.02,0,0,0.04
13514,Chou Gekijoban Keroro Gunsou: Gekishin Dragon Warriors de Arimasu!,4,2009,Action,Namco Bandai Games,0,0,0.04,0,0.04
13515,The King of Fighters 2000,16,2002,Fighting,Playmore,0,0,0.04,0,0.04
13516,Coraline,4,2009,Action,D3Publisher,0.04,0,0,0,0.04
13517,FIFA Street 2,4,2006,Sports,Electronic Arts,0.04,0,0,0,0.04
13518,M&M's Beach Party,25,2009,Misc,Zoo Digital Publishing,0.04,0,0,0,0.04
13519,Dead Head Fred,19,2007,Action,D3Publisher,0.04,0,0,0,0.04
13520,D.C.F.S.: Da Capo Four Seasons,16,2005,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04
13521,Hyperdimension Neptunia mk2,20,2014,Action,Compile Heart,0,0,0.04,0,0.04
13522,Disney's Meet the Robinsons,7,2007,Action,Disney Interactive Studios,0.03,0.01,0,0,0.04
13523,Hanayori Danshi: Koi Seyo Onago,4,2008,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
13524,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,25,2009,Misc,Nintendo,0,0,0.04,0,0.04
13525,Puyo Puyo Tetris,17,2014,Puzzle,Sega,0,0,0.04,0,0.04
13526,Sonic the Hedgehog 2 (8-bit),9,1992,Platform,Sega,0,0,0.04,0,0.04
13527,FlatOut 2,29,2006,Racing,Empire Interactive,0.03,0.01,0,0,0.04
13528,Rogue Trooper,16,2006,Shooter,Eidos Interactive,0.02,0.02,0,0.01,0.04
13529,Spy Fiction,16,2003,Action,Sega,0.02,0.02,0,0.01,0.04
13530,R.B.I. Baseball 2016,30,2016,Sports,MLB.com,0.04,0,0,0,0.04
13531,Justice League: Chronicles,6,2003,Platform,Midway Games,0.03,0.01,0,0,0.04
13532,Resident Evil Director's Cut,17,2006,Action,Capcom,0,0,0.04,0,0.04
13533,Doko Demo Issho: Let's Gakkou!,19,2006,Misc,Sony Computer Entertainment,0,0,0.04,0,0.04
13534,Monster Trux Arenas: Special Edition,25,2007,Racing,Popcorn Arcade,0.04,0,0,0,0.04
13535,Conflict: Desert Storm II - Back to Bagdhad,7,2004,Shooter,SCi,0.03,0.01,0,0,0.04
13536,Top Gun,4,2006,Simulation,505 Games,0.04,0,0,0,0.04
13537,Gem Smashers,2,2011,Platform,Crave Entertainment,0.04,0,0,0,0.04
13538,Split/Second,13,2010,Racing,Disney Interactive Studios,0,0.04,0,0.01,0.04
13539,B's-LOG Party♪,19,2010,Adventure,Idea Factory,0,0,0.04,0,0.04
13540,King Arthur,7,2004,Action,Konami Digital Entertainment,0.03,0.01,0,0,0.04
13541,Chicken Shoot,6,2005,Action,Zoo Digital Publishing,0.03,0.01,0,0,0.04
13542,Dai Senryaku VII: Modern Military Tactics,29,2003,Strategy,Kool Kizz,0.03,0.01,0,0,0.04
13543,Gormiti: The Lords of Nature!,25,2010,Adventure,Konami Digital Entertainment,0.04,0,0,0,0.04
13544,White Album 2: Shiawase no Mukougawa,17,2012,Adventure,Aqua Plus,0,0,0.04,0,0.04
13545,Painkiller: Hell & Damnation,17,2013,Shooter,Nordic Games,0.02,0.02,0,0.01,0.04
13546,Go Go Ackman 3,23,1995,Platform,Banpresto,0,0,0.04,0,0.04
13547,WSC Real 11: World Snooker Championship,28,2011,Sports,Koch Media,0,0.04,0,0.01,0.04
13548,Advance Guardian Heroes,6,2004,Role-Playing,Ubisoft,0.03,0.01,0,0,0.04
13549,Casual Mania!,4,2010,Puzzle,Foreign Media Games,0.04,0,0,0,0.04
13550,Castle of Shikigami III,25,2007,Shooter,PQube,0.04,0,0,0,0.04
13551,Star X,6,2002,Shooter,BAM! Entertainment,0.03,0.01,0,0,0.04
13552,Jewel Quest 5: The Sleepless Star,13,2011,Action,Astragon,0.01,0.02,0,0.01,0.04
13553,Get Up and Dance,17,2011,Misc,O-Games,0.03,0.01,0,0,0.04
13554,The King of Fighters Kyo,15,1998,Fighting,SNK Playmore,0,0,0.04,0,0.04
13555,Yowamushi Pedal,2,2015,Action,Namco Bandai Games,0,0,0.04,0,0.04
13556,WarTech: Senko no Ronde,28,2006,Fighting,Ubisoft,0.04,0,0,0,0.04
13557,Record of Agarest War: Marriage,19,2012,Role-Playing,Compile Heart,0,0,0.04,0,0.04
13558,San-X Land: Theme Park de Asobou!,4,2006,Action,MTO,0,0,0.04,0,0.04
13559,Corpse Party: Book of Shadows,19,2011,Adventure,5pb,0,0,0.04,0,0.04
13560,428: Fuusa Sareta Shibuya de,19,2009,Adventure,Spike,0,0,0.04,0,0.04
13561,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,16,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04
13562,Starry ? Sky: After Spring,19,2009,Misc,Aqua Plus,0,0,0.04,0,0.04
13563,Life is Strange,13,2016,Adventure,Square Enix,0.01,0.03,0,0,0.04
13564,Need for Speed: ProStreet,13,2007,Racing,Electronic Arts,0,0.04,0,0.01,0.04
13565,Naruto Shippuden: Dairansen! Kage Bunshin Emaki,4,2008,Action,Takara Tomy,0,0,0.04,0,0.04
13566,Mechanic Escape,17,2012,Platform,D3Publisher,0,0,0.04,0,0.04
13567,Pro Evolution Soccer 2016,13,2015,Sports,Konami Digital Entertainment,0,0.04,0,0,0.04
13568,Twilight Syndrome: Kinjiratera Toshi Densetsu,4,2008,Adventure,Spike,0,0,0.04,0,0.04
13569,True Love Story 3,16,2001,Simulation,Enterbrain,0,0,0.04,0,0.04
13570,Little Battlers eXperience W,20,2012,Role-Playing,Level 5,0,0,0.04,0,0.04
13571,The Smurfs,15,1998,Action,Infogrames,0.02,0.02,0,0,0.04
13572,Strike Force Bowling,29,2004,Sports,Crave Entertainment,0.03,0.01,0,0,0.04
13573,Chessmaster,6,2002,Misc,Ubisoft,0.03,0.01,0,0,0.04
13574,Blood Will Tell: Tezuka Osamu's Dororo,16,2004,Adventure,Sega,0.02,0.02,0,0.01,0.04
13575,The Kore Gang,25,2010,Platform,Flashpoint Games,0.04,0,0,0,0.04
13576,Red Ninja: End of Honor,16,2005,Action,Vivendi Games,0.02,0.02,0,0.01,0.04
13577,Kanuchi: Shiroki Tsubasa no Shou,16,2008,Adventure,Idea Factory,0,0,0.04,0,0.04
13578,Summer Athletics 2009,28,2009,Sports,49Games,0,0.04,0,0,0.04
13579,SX Superstar,29,2003,Racing,Acclaim Entertainment,0.03,0.01,0,0,0.04
13580,Katekyoo Hitman Reborn! Battle Arena,19,2008,Fighting,Marvelous Interactive,0,0,0.04,0,0.04
13581,Saint Seiya: The Hades,16,2006,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
13582,Saki Portable,19,2010,Adventure,Alchemist,0,0,0.04,0,0.04
13583,Riding Stables: The Whitakers present Milton and Friends,2,2011,Sports,DTP Entertainment,0,0.04,0,0,0.04
13584,Naruto Shippuuden: Shinobi Retsuden III,4,2009,Action,Takara Tomy,0,0,0.04,0,0.04
13585,Metal Gear Solid: Digital Graphic Novel,19,2006,Misc,Konami Digital Entertainment,0.02,0,0.02,0,0.04
13586,Max & the Magic Marker,25,2011,Platform,Unknown,0,0.04,0,0,0.04
13587,Outlaw Tennis,29,2005,Sports,Global Star,0.03,0.01,0,0,0.04
13588,Free Running,25,2009,Sports,Reef Entertainment,0.02,0.02,0,0,0.04
13589,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,17,2013,Simulation,Namco Bandai Games,0,0,0.04,0,0.04
13590,Barnyard,25,2006,Action,THQ,0.04,0,0,0,0.04
13591,SPRay,25,2008,Action,Tecmo Koei,0.04,0,0,0,0.04
13592,No Rules: Get Phat,6,2001,Action,TDK Mediactive,0.03,0.01,0,0,0.04
13593,Battle Rage,25,2008,Shooter,Popcorn Arcade,0.04,0,0,0,0.04
13594,Zombi Daisuki,4,2011,Action,ChunSoft,0,0,0.04,0,0.04
13595,Igor: The Game,4,2008,Adventure,Legacy Interactive,0.04,0,0,0,0.04
13596,LEGO Indiana Jones: The Original Adventures,13,2008,Action,LucasArts,0.02,0.02,0,0.01,0.04
13597,Card Fight!! Vanguard G: Stride to Victory!!,2,2016,Misc,FuRyu,0,0,0.04,0,0.04
13598,"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",4,2006,Adventure,Marvelous Interactive,0,0,0.04,0,0.04
13599,Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,2,2014,Action,FuRyu,0,0,0.04,0,0.04
13600,Challenge Me: Maths Workout,4,2009,Puzzle,Oxygen Interactive,0.04,0,0,0,0.04
13601,The Invincible Iron Man,6,2002,Action,Activision,0.03,0.01,0,0,0.04
13602,NASCAR 07,29,2006,Racing,Electronic Arts,0.03,0.01,0,0,0.04
13603,Refrain no Chika Meikyuu to Majo no Ryodan,20,2016,Action,Nippon Ichi Software,0,0,0.04,0,0.04
13604,Dance Dance Revolution Disney Mix,15,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0,0,0.04
13605,Maken Shao: Demon Sword,16,2001,Action,Midas Interactive Entertainment,0,0,0.04,0,0.04
13606,Playmobil Top Agents,4,2010,Action,JoWood Productions,0,0.04,0,0,0.04
13607,The Monkey King: The Legend Begins,25,2007,Shooter,Starfish,0.04,0,0,0,0.04
13608,Super Robot Taisen OG Infinite Battle,17,2013,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
13609,Scaler,29,2004,Platform,Global Star,0.03,0.01,0,0,0.04
13610,Attack of the Movies 3D,28,2010,Shooter,Majesco Entertainment,0.04,0,0,0,0.04
13611,BeatMania IIDX 16: Empress + Premium Best,16,2009,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04
13612,FIFA Soccer 2003 (weekly jp sales),16,2002,Sports,Electronic Arts,0,0,0.04,0,0.04
13613,Emergency Room: Real Life Rescues,4,2009,Simulation,505 Games,0.04,0,0,0,0.04
13614,High Heat Baseball 2002,15,2001,Sports,3DO,0.02,0.02,0,0,0.04
13615,Utawarerumono: Futari no Hakuoro,18,2016,Misc,Aqua Plus,0,0,0.04,0,0.04
13616,Puyo Pop Fever,19,2004,Puzzle,Ignition Entertainment,0,0,0.04,0,0.04
13617,The Sims 2: Pets,13,2006,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04
13618,Hana to Ikimo no Rittai Zukan,2,2011,Misc,Nintendo,0,0,0.04,0,0.04
13619,Bloody Roar Extreme,29,2003,Fighting,Hudson Soft,0.03,0.01,0,0,0.04
13620,Platinum Sudoku,4,2007,Puzzle,Ubisoft,0.03,0.01,0,0,0.04
13621,Kamen Rider: Battride War Genesis,17,2016,Action,Namco Bandai Games,0,0,0.04,0,0.04
13622,Tennis Masters Series 2003,29,2002,Sports,Microids,0.03,0.01,0,0,0.04
13623,The Sims Deluxe,13,2002,Simulation,Electronic Arts,0.01,0.02,0,0.01,0.04
13624,Port Royale 2,13,2004,Strategy,Ascaron Entertainment GmbH,0,0.03,0,0.01,0.04
13625,Amagami,20,2014,Adventure,Kadokawa Games,0,0,0.04,0,0.04
13626,Duke Nukem Trilogy: Critical Mass,4,2011,Shooter,Deep Silver,0.04,0,0,0,0.04
13627,MLB SlugFest 20-04,7,2003,Sports,Midway Games,0.03,0.01,0,0,0.04
13628,Pocket Pool,19,2007,Action,Conspiracy Entertainment,0.04,0,0,0,0.04
13629,Jissen Pachislot Hisshouhou! Hokuto no Ken DS,4,2005,Misc,Sega,0,0,0.04,0,0.04
13630,Lise no Atelier: Ordre no Renkinjutsushi,4,2007,Role-Playing,Gust,0,0,0.04,0,0.04
13631,Black & White,13,2001,Strategy,Electronic Arts,0,0.04,0,0.01,0.04
13632,NCIS,13,2011,Adventure,Ubisoft,0.01,0.02,0,0.01,0.04
13633,The Cube,25,2012,Action,Funbox Media,0,0.04,0,0,0.04
13634,Company of Heroes: Tales of Valor,13,2009,Strategy,THQ,0,0.03,0,0.01,0.04
13635,Myth Makers: Trixie in Toyland,25,2008,Platform,Popcorn Arcade,0.04,0,0,0,0.04
13636,NatGeo Challenge! Wild Life,25,2010,Misc,Black Bean Games,0.04,0,0,0,0.04
13637,Breath of Fire III,19,2005,Role-Playing,Capcom,0,0.03,0,0.01,0.04
13638,Torino 2006,29,2006,Sports,Take-Two Interactive,0.03,0.01,0,0,0.04
13639,Devil May Cry 4,13,2008,Action,Capcom,0.01,0.02,0,0.01,0.04
13640,Amnesia,19,2011,Adventure,Idea Factory,0,0,0.04,0,0.04
13641,Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,4,2006,Misc,Nintendo,0,0,0.04,0,0.04
13642,Fashion Week Jr. Designer,4,2009,Simulation,505 Games,0.04,0,0,0,0.04
13643,Jewel Quest Mysteries 2: Trail of the Midnight Heart,4,2011,Puzzle,Unknown,0,0.04,0,0.01,0.04
13644,Sherlock Holmes: Secret of The Silver Earring,25,2010,Adventure,Focus Home Interactive,0,0.04,0,0.01,0.04
13645,Metal Slug 4 & 5,29,2005,Shooter,SNK Playmore,0.03,0.01,0,0,0.04
13646,Great Battle Full Blast,19,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04
13647,Guilty Gear XX Accent Core,25,2007,Fighting,505 Games,0.03,0,0,0,0.04
13648,Hitman (2016),18,2016,Action,Square Enix,0,0.04,0,0.01,0.04
13649,World Poker Tour,19,2006,Misc,Take-Two Interactive,0.04,0,0,0,0.04
13650,Saint Seiya: Soldiers' Soul,17,2015,Fighting,Namco Bandai Games,0,0,0.04,0,0.04
13651,7 Days to Die,30,2016,Action,Telltale Games,0.02,0.02,0,0,0.04
13652,Digimon Rumble Arena 2,7,2004,Fighting,Atari,0.03,0.01,0,0,0.04
13653,Doki Doki! PreCure Narikiri Life!,2,2013,Action,Namco Bandai Games,0,0,0.04,0,0.04
13654,Gravity Falls: Legend of the Gnome Gemulets,2,2015,Action,Ubisoft,0.03,0,0,0,0.04
13655,Watashi no Relaxuma,4,2007,Simulation,Rocket Company,0,0,0.04,0,0.04
13656,Phantom Kingdom Portable,19,2011,Role-Playing,Nippon Ichi Software,0,0,0.04,0,0.04
13657,Pac-Man World Rally,19,2006,Racing,Namco Bandai Games,0.04,0,0,0,0.04
13658,Way of the Samurai 2 Portable,19,2009,Action,Spike,0,0,0.04,0,0.04
13659,Heroes of Might and Magic V,13,2006,Strategy,Ubisoft,0,0.03,0,0.01,0.04
13660,Mazes of Fate DS,4,2008,Role-Playing,Graffiti,0.04,0,0,0,0.04
13661,Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,4,2008,Misc,Namco Bandai Games,0,0,0.04,0,0.04
13662,Hellboy: The Science of Evil,19,2008,Action,Konami Digital Entertainment,0.04,0,0,0,0.04
13663,Virtua Tennis 4,13,2011,Sports,Sega,0,0.03,0,0.01,0.04
13664,Mortimer Beckett and the Secrets of Spooky Manor,25,2008,Puzzle,Avanquest,0.04,0,0,0,0.04
13665,Farm Frenzy 3,13,2009,Strategy,Alawar Entertainment,0,0.03,0,0.01,0.04
13666,GRID,13,,Racing,Codemasters,0,0.03,0,0.01,0.04
13667,Little Busters! Converted Edition,19,2010,Adventure,Prototype,0,0,0.04,0,0.04
13668,Unison: Rebels of Rhythm & Dance,16,2000,Misc,Tecmo Koei,0.02,0.02,0,0.01,0.04
13669,Ferrari Challenge Trofeo Pirelli,17,2008,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04
13670,WTF: Work Time Fun,19,2005,Puzzle,Sony Computer Entertainment,0.04,0,0,0,0.04
13671,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,16,2007,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04
13672,Major League Baseball 2K12,13,2012,Sports,Take-Two Interactive,0.04,0,0,0,0.04
13673,B.L.U.E.: Legend of Water,15,,Adventure,,0,0,0.04,0,0.04
13674,Dark Half,23,1996,Role-Playing,Enix Corporation,0,0,0.04,0,0.04
13675,System 3 presents Ferrari Challenge Trofeo Pirelli,4,2008,Racing,System 3 Arcade Software,0.03,0.01,0,0,0.04
13676,Luxor: Pharaoh's Challenge,25,,Puzzle,Funsta,0.01,0.03,0,0,0.04
13677,Nitroplus Blasterz: Heroines Infinite Duel,18,2015,Fighting,Marvelous Interactive,0.01,0,0.02,0,0.04
13678,Imperial Glory,13,2005,Strategy,Eidos Interactive,0,0.04,0,0,0.04
13679,Lionel Trains: On Track,4,2006,Action,DSI Games,0.04,0,0,0,0.04
13680,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,4,2008,Simulation,Konami Digital Entertainment,0,0,0.04,0,0.04
13681,Shukufuku no Campanella Portable,19,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04
13682,The Wolf Among Us,28,2011,Adventure,Telltale Games,0.01,0.03,0,0,0.04
13683,Sonic PC Collection,13,2009,Misc,Sega,0,0.04,0,0.01,0.04
13684,Horses 3D,2,2012,Misc,Ubisoft,0.04,0,0,0,0.04
